TradeID,Trade_Time,AccountID,Trader,Stock_Name,Stock_Ticker,Side,Quantity,Price
T00738,2026-01-06 10:44,acc0015,TRD1,iShares S&P/TSX 60 Index ETF,XIU,SELL,30899,32.03
T00739,2026-01-06 10:44,acc0017,TRD1,Google,GOOG,SELL,1058,153.27
T00740,2026-01-06 10:44,acc0002,TRD2,iShares Core S&P/TSX Capped Composite Index ETF,XIC,BUY,8053,30.36
T00741,2026-01-06 10:44,acc0012,TRD1,Royal Bank of Canada,RY,BUY,1140,131.11
T00742,2026-01-06 10:44,acc0017,TRD1,Bank of Montreal,BMO,SELL,1820,120
T00743,2026-01-06 10:44,acc0003,TRD3,Constellation Energy,CEG,BUY,1233,136.39
T00744,2026-01-06 10:44,acc0020,TRD4,Warner Bros. Discovery,WBD,SELL,10160,10.98
T00745,2026-01-06 10:44,acc0016,TRD1,Invesco QQQ Trust,QQQ,BUY,446,420.82
T00746,2026-01-06 10:44,acc0009,TRD8,Tilray Brands,TLRY,BUY,8743,2.14
T00747,2026-01-06 10:44,acc0016,TRD1,Invesco QQQ Trust,QQQ,BUY,423,421.53
T00748,2026-01-06 10:45,acc0012,TRD10,Royal Bank of Canada,RY,BUY,61,131.39
T00749,2026-01-06 10:45,acc0014,TRD4,Kraft Heinz,KHC,BUY,1207,35.44
T00750,2026-01-06 10:45,acc0001,TRD1,Apple,AAPL,BUY,1714,189.73
T00751,2026-01-06 10:45,acc0012,TRD2,Costco,COST,BUY,121,661.56
T00752,2026-01-06 10:45,acc0018,TRD1,SPDR Gold Shares,GLD,BUY,2399,183.64
T00753,2026-01-06 10:45,acc0010,TRD7,Barrick Gold,GOLD,SELL,1609,17.37
T00754,2026-01-06 10:45,acc0008,TRD10,Advanced Micro Devices,AMD,SELL,10836,146.42
T00755,2026-01-06 10:45,acc0013,TRD3,Brookfield Asset Management,BAM,SELL,2527,45.91
T00756,2026-01-06 10:45,acc0011,TRD1,Microsoft,MSFT,BUY,407,416.62
T00757,2026-01-06 10:45,acc0012,TRD2,Amazon,AMZN,BUY,334,167.56
T00758,2026-01-06 10:45,acc0020,TRD2,Canadian Pacific Kansas City,CP,BUY,2492,91.2
T00759,2026-01-06 10:45,acc0014,TRD2,Kraft Heinz,KHC,BUY,1644,35.41
T00760,2026-01-06 10:46,acc0018,TRD2,SPDR Gold Shares,GLD,BUY,219,183.62
T00761,2026-01-06 10:46,acc0014,TRD10,Kraft Heinz,KHC,BUY,376,35.35
T00762,2026-01-06 10:46,acc0012,TRD1,Costco,COST,BUY,224,660.96
T00763,2026-01-06 10:46,acc0017,TRD1,Google,GOOG,SELL,929,153.41
T00764,2026-01-06 10:46,acc0016,TRD1,Invesco QQQ Trust,QQQ,BUY,712,421.38
T00765,2026-01-06 10:46,acc0016,TRD1,NVIDIA,NVDA,BUY,276,592.89
T00766,2026-01-06 10:46,acc0012,TRD2,Amazon,AMZN,BUY,252,167.48
T00767,2026-01-06 10:46,acc0006,TRD6,B2Gold,BTO,BUY,38470,3.75
T00768,2026-01-06 10:46,acc0006,TRD10,B2Gold,BTO,SELL,356724,3.75
T00769,2026-01-06 10:46,acc0004,TRD4,TELUS,T,SELL,7379,22.76
T00770,2026-01-06 10:46,acc0015,TRD10,iShares S&P/TSX 60 Index ETF,XIU,SELL,507,32.07
T00771,2026-01-06 10:46,acc0015,TRD1,iShares S&P/TSX 60 Index ETF,XIU,BUY,6243,32.13
T00772,2026-01-06 10:46,acc0007,TRD7,Suncor Energy,SU,BUY,1399,39.29
T00773,2026-01-06 10:46,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,1941,45.98
T00774,2026-01-06 10:46,acc0012,TRD1,Royal Bank of Canada,RY,BUY,750,131.66
T00775,2026-01-06 10:46,acc0009,TRD9,Canopy Growth,CGC,BUY,1854,6.8
T00776,2026-01-06 10:47,acc0012,TRD2,Amazon,AMZN,BUY,282,167.58
T00777,2026-01-06 10:47,acc0009,TRD10,Tilray Brands,TLRY,BUY,51060,2.11
T00778,2026-01-06 10:47,acc0005,TRD5,Meta Platforms,META,SELL,446,358.89
T00779,2026-01-06 10:47,acc0008,TRD8,Advanced Micro Devices,AMD,SELL,129,146
T00780,2026-01-06 10:47,acc0003,TRD3,BlackBerry,BB,SELL,9967,4.6
T00781,2026-01-06 10:47,acc0002,TRD10,Toronto-Dominion Bank,TD,BUY,402,84.55
T00782,2026-01-06 10:47,acc0013,TRD3,Canadian National Railway,CNR,BUY,563,161.74
T00783,2026-01-06 10:47,acc0003,TRD7,BlackBerry,BB,BUY,2623,4.69
T00784,2026-01-06 10:47,acc0009,TRD8,Canopy Growth,CGC,BUY,1434,6.91
T00785,2026-01-06 10:47,acc0016,TRD1,NVIDIA,NVDA,BUY,301,594
T00786,2026-01-06 10:47,acc0006,TRD6,TC Energy,TRP,BUY,1128,38.46
T00787,2026-01-06 10:47,acc0001,TRD1,Apple,AAPL,BUY,766,189.54
T00788,2026-01-06 10:48,acc0013,TRD10,Brookfield Asset Management,BAM,BUY,332,45.76
T00789,2026-01-06 10:48,acc0014,TRD10,Shopify,SHOP,BUY,1229,100.04
T00790,2026-01-06 10:48,acc0017,TRD1,Bank of Montreal,BMO,BUY,7355,119.68
T00791,2026-01-06 10:48,acc0018,TRD2,SPDR Gold Shares,GLD,BUY,280,183.36
T00792,2026-01-06 10:48,acc0012,TRD1,Costco,COST,BUY,282,662.76
T00793,2026-01-06 10:48,acc0003,TRD3,Ford Motor,FORD,BUY,75839,13.16
T00794,2026-01-06 10:48,acc0020,TRD4,Canadian Pacific Kansas City,CP,BUY,1854,91.41
T00795,2026-01-06 10:48,acc0007,TRD10,Suncor Energy,SU,BUY,2369,39.08
T00796,2026-01-06 10:48,acc0012,TRD1,Amazon,AMZN,BUY,2932,167.82
T00797,2026-01-06 10:48,acc0009,TRD9,Tilray Brands,TLRY,BUY,5071,2.09
T00798,2026-01-06 10:48,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,BUY,880,479.68
T00799,2026-01-06 10:48,acc0006,TRD6,B2Gold,BTO,BUY,55257,3.77
T00800,2026-01-06 10:48,acc0011,TRD1,Bank of Nova Scotia,BNS,BUY,2789,65.09
T00801,2026-01-06 10:48,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,BUY,364,479.35
T00802,2026-01-06 10:49,acc0005,TRD5,Meta Platforms,META,BUY,266,360.11
T00803,2026-01-06 10:49,acc0010,TRD5,Barrick Gold,GOLD,SELL,5980,17.74
T00804,2026-01-06 10:49,acc0020,TRD4,Warner Bros. Discovery,WBD,BUY,9058,11.05
T00805,2026-01-06 10:49,acc0012,TRD1,Royal Bank of Canada,RY,BUY,1151,131.77
T00806,2026-01-06 10:49,acc0004,TRD10,Air Canada,AC,SELL,1801,17.5
T00807,2026-01-06 10:49,acc0010,TRD5,Nano Dimension,NNDM,BUY,15038,2.54
T00808,2026-01-06 10:49,acc0011,TRD1,Microsoft,MSFT,SELL,404,416.78
T00809,2026-01-06 10:49,acc0020,TRD4,Canadian Pacific Kansas City,CP,SELL,1128,91.46
T00810,2026-01-06 10:49,acc0010,TRD6,Barrick Gold,GOLD,BUY,4442,17.75
T00811,2026-01-06 10:49,acc0016,TRD1,NVIDIA,NVDA,SELL,1988,595.22
T00812,2026-01-06 10:49,acc0018,TRD1,SPDR Gold Shares,GLD,BUY,369,183.46
T00813,2026-01-06 10:49,acc0011,TRD1,Bank of Nova Scotia,BNS,SELL,3148,65.18
T00814,2026-01-06 10:49,acc0006,TRD10,TC Energy,TRP,BUY,3891,38.78
T00815,2026-01-06 10:49,acc0014,TRD2,Shopify,SHOP,SELL,1224,99.93
T00816,2026-01-06 10:49,acc0009,TRD9,Canopy Growth,CGC,BUY,2151,6.79
T00817,2026-01-06 10:50,acc0017,TRD1,Google,GOOG,SELL,1495,153.49
T00818,2026-01-06 10:50,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,BUY,337,478.44
T00819,2026-01-06 10:50,acc0005,TRD6,Tesla,TSLA,BUY,198,227.78
T00820,2026-01-06 10:50,acc0006,TRD6,TC Energy,TRP,BUY,2693,38.83
T00821,2026-01-06 10:50,acc0003,TRD3,Ford Motor,FORD,BUY,4162,13.14
T00822,2026-01-06 10:50,acc0018,TRD1,Exxon Mobil,XOM,BUY,691,110.69
T00823,2026-01-06 10:50,acc0016,TRD1,Invesco QQQ Trust,QQQ,SELL,635,423.64
T00824,2026-01-06 10:50,acc0014,TRD2,Plug Power,PLUG,BUY,18536,2.9
T00825,2026-01-06 10:50,acc0005,TRD10,Meta Platforms,META,BUY,171,361.28
T00826,2026-01-06 10:50,acc0018,TRD1,SPDR Gold Shares,GLD,BUY,495,183.48
T00827,2026-01-06 10:50,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,BUY,437,478.23
T00828,2026-01-06 10:50,acc0009,TRD8,Canopy Growth,CGC,BUY,1539,6.86
T00829,2026-01-06 10:50,acc0012,TRD1,Royal Bank of Canada,RY,SELL,516,131.66
T00830,2026-01-06 10:50,acc0014,TRD4,Kraft Heinz,KHC,BUY,1443,35.31
T00831,2026-01-06 10:51,acc0002,TRD2,Canadian Natural Resources,CNQ,BUY,11926,79.58
T00832,2026-01-06 10:51,acc0012,TRD1,Royal Bank of Canada,RY,BUY,719,131.61
T00833,2026-01-06 10:51,acc0009,TRD10,Tilray Brands,TLRY,BUY,35323,2.12
T00834,2026-01-06 10:51,acc0015,TRD1,iShares S&P/TSX 60 Index ETF,XIU,BUY,4302,32.23
T00835,2026-01-06 10:51,acc0002,TRD2,Toronto-Dominion Bank,TD,BUY,2125,84.39
T00836,2026-01-06 10:51,acc0007,TRD7,Suncor Energy,SU,SELL,437,38.65
T00837,2026-01-06 10:51,acc0001,TRD1,Apple,AAPL,BUY,378,189.47
T00838,2026-01-06 10:51,acc0013,TRD3,Canadian National Railway,CNR,BUY,923,161.99
T00839,2026-01-06 10:51,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,2842,45.61
T00840,2026-01-06 10:51,acc0012,TRD2,Amazon,AMZN,BUY,402,168.49
T00841,2026-01-06 10:51,acc0012,TRD1,Amazon,AMZN,SELL,294,168.45
T00842,2026-01-06 10:51,acc0014,TRD2,Kraft Heinz,KHC,BUY,3436,35.39
T00843,2026-01-06 10:51,acc0014,TRD4,Shopify,SHOP,SELL,266,100.01
T00844,2026-01-06 10:52,acc0006,TRD5,TC Energy,TRP,BUY,30881,38.82
T00845,2026-01-06 10:52,acc0007,TRD7,Enbridge,ENB,BUY,332,47.3
T00846,2026-01-06 10:52,acc0011,TRD1,Bank of Nova Scotia,BNS,BUY,2885,65.32
T00847,2026-01-06 10:52,acc0001,TRD1,Apple,AAPL,BUY,1278,189.89
T00848,2026-01-06 10:52,acc0018,TRD1,Exxon Mobil,XOM,BUY,932,110.6
T00849,2026-01-06 10:52,acc0019,TRD3,Olema Pharmaceuticals,OLMA,BUY,5019,15.04
T00850,2026-01-06 10:52,acc0015,TRD1,iShares S&P/TSX 60 Index ETF,XIU,SELL,32219,32.21
T00851,2026-01-06 10:52,acc0017,TRD1,Bank of Montreal,BMO,BUY,813,119.53
T00852,2026-01-06 10:52,acc0008,TRD7,Palantir,PLTR,BUY,2763,17.91
T00853,2026-01-06 10:52,acc0012,TRD2,Amazon,AMZN,BUY,418,168.65
T00854,2026-01-06 10:52,acc0016,TRD1,Invesco QQQ Trust,QQQ,BUY,1074,424.55
T00855,2026-01-06 10:52,acc0011,TRD1,Bank of Nova Scotia,BNS,SELL,2221,65.28
T00856,2026-01-06 10:52,acc0017,TRD1,Bank of Montreal,BMO,BUY,1221,119.57
T00857,2026-01-06 10:53,acc0012,TRD1,Amazon,AMZN,BUY,1194,168.36
T00858,2026-01-06 10:53,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,BUY,273,476.03
T00859,2026-01-06 10:53,acc0003,TRD3,BlackBerry,BB,BUY,9268,4.58
T00860,2026-01-06 10:53,acc0014,TRD10,Shopify,SHOP,BUY,157,99.62
T00861,2026-01-06 10:53,acc0020,TRD4,Warner Bros. Discovery,WBD,BUY,11646,11.05
T00862,2026-01-06 10:53,acc0018,TRD1,Exxon Mobil,XOM,SELL,1378,110.74
T00863,2026-01-06 10:53,acc0018,TRD2,Exxon Mobil,XOM,SELL,484,110.61
T00864,2026-01-06 10:53,acc0011,TRD1,Microsoft,MSFT,BUY,241,415.72
T00865,2026-01-06 10:53,acc0017,TRD1,Bank of Montreal,BMO,BUY,1399,119.3
T00866,2026-01-06 10:53,acc0014,TRD10,Shopify,SHOP,BUY,96,99.68
T00867,2026-01-06 10:53,acc0015,TRD1,iShares S&P/TSX 60 Index ETF,XIU,SELL,3856,32.2
T00868,2026-01-06 10:53,acc0012,TRD1,Royal Bank of Canada,RY,BUY,3884,131.41
T00869,2026-01-06 10:54,acc0012,TRD1,Costco,COST,BUY,171,656.38
T00870,2026-01-06 10:54,acc0012,TRD2,Amazon,AMZN,BUY,1687,168.28
T00871,2026-01-06 10:54,acc0018,TRD2,Exxon Mobil,XOM,BUY,406,110.66
T00872,2026-01-06 10:54,acc0011,TRD1,Bank of Nova Scotia,BNS,BUY,3550,65.46
T00873,2026-01-06 10:54,acc0009,TRD9,Tilray Brands,TLRY,BUY,5421,2.13
T00874,2026-01-06 10:54,acc0007,TRD7,Enbridge,ENB,BUY,1460,47.23
T00875,2026-01-06 10:54,acc0001,TRD1,Apple,AAPL,BUY,1406,188.99
T00876,2026-01-06 10:54,acc0006,TRD8,B2Gold,BTO,BUY,6295,3.78
T00877,2026-01-06 10:54,acc0012,TRD1,Royal Bank of Canada,RY,BUY,761,131.55
T00878,2026-01-06 10:54,acc0004,TRD4,JPMorgan Chase,JPM,SELL,974,177.65
T00879,2026-01-06 10:54,acc0004,TRD4,TELUS,T,SELL,5325,22.85
T00880,2026-01-06 10:54,acc0001,TRD1,Apple,AAPL,BUY,1091,189.34
T00881,2026-01-06 10:54,acc0016,TRD1,NVIDIA,NVDA,BUY,245,597.02
T00882,2026-01-06 10:54,acc0016,TRD1,NVIDIA,NVDA,BUY,367,596.79
T00883,2026-01-06 10:54,acc0014,TRD4,Kraft Heinz,KHC,BUY,1311,35.38
T00884,2026-01-06 10:54,acc0009,TRD9,Tilray Brands,TLRY,BUY,6995,2.13
T00885,2026-01-06 10:54,acc0017,TRD1,Bank of Montreal,BMO,SELL,6533,119.3
T00886,2026-01-06 10:55,acc0017,TRD1,Bank of Montreal,BMO,BUY,2231,118.99
T00887,2026-01-06 10:55,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,BUY,350,475.68
T00888,2026-01-06 10:55,acc0006,TRD6,B2Gold,BTO,BUY,18186,3.73
T00889,2026-01-06 10:55,acc0007,TRD8,Enbridge,ENB,SELL,542,46.63
T00890,2026-01-06 10:55,acc0011,TRD10,Microsoft,MSFT,SELL,31,414.71
T00891,2026-01-06 10:55,acc0012,TRD1,Royal Bank of Canada,RY,SELL,857,131.41
T00892,2026-01-06 10:55,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,BUY,2317,66.12
T00893,2026-01-06 10:55,acc0014,TRD2,Shopify,SHOP,BUY,1233,99.13
T00894,2026-01-06 10:55,acc0012,TRD1,Costco,COST,BUY,86,657.61
T00895,2026-01-06 10:55,acc0018,TRD2,Exxon Mobil,XOM,BUY,283,110.63
T00896,2026-01-06 10:56,acc0007,TRD9,Enbridge,ENB,BUY,5054,47.1
T00897,2026-01-06 10:56,acc0005,TRD6,Tesla,TSLA,BUY,276,227.46
T00898,2026-01-06 10:56,acc0001,TRD1,Apple,AAPL,BUY,1311,189.09
T00899,2026-01-06 10:56,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,BUY,3252,66.17
T00900,2026-01-06 10:56,acc0016,TRD1,Invesco QQQ Trust,QQQ,BUY,481,426.71
T00901,2026-01-06 10:56,acc0017,TRD1,Google,GOOG,BUY,1736,152.89
T00902,2026-01-06 10:56,acc0007,TRD9,Suncor Energy,SU,BUY,577,39.21
T00903,2026-01-06 10:56,acc0014,TRD10,Kraft Heinz,KHC,BUY,603,35.02
T00904,2026-01-06 10:56,acc0012,TRD1,Costco,COST,BUY,119,657.17
T00905,2026-01-06 10:56,acc0014,TRD4,Shopify,SHOP,BUY,254,99.08
T00906,2026-01-06 10:56,acc0003,TRD3,Constellation Energy,CEG,BUY,782,135.13
T00907,2026-01-06 10:56,acc0016,TRD1,NVIDIA,NVDA,SELL,360,597.47
T00908,2026-01-06 10:56,acc0007,TRD7,Enbridge,ENB,BUY,507,47.42
T00909,2026-01-06 10:56,acc0004,TRD4,JPMorgan Chase,JPM,BUY,1156,178.3
T00910,2026-01-06 10:57,acc0012,TRD1,Amazon,AMZN,BUY,579,168.06
T00911,2026-01-06 10:57,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,BUY,1915,66.17
T00912,2026-01-06 10:57,acc0008,TRD7,Advanced Micro Devices,AMD,SELL,171,147.1
T00913,2026-01-06 10:57,acc0006,TRD8,B2Gold,BTO,BUY,8743,3.8
T00914,2026-01-06 10:57,acc0009,TRD7,Tilray Brands,TLRY,SELL,9093,2.08
T00915,2026-01-06 10:57,acc0001,TRD1,Apple,AAPL,BUY,881,189.55
T00916,2026-01-06 10:57,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,1889,44.69
T00917,2026-01-06 10:57,acc0011,TRD1,Bank of Nova Scotia,BNS,BUY,1556,65.55
T00918,2026-01-06 10:57,acc0012,TRD2,Amazon,AMZN,BUY,171,168.1
T00919,2026-01-06 10:57,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,1408,44.68
T00920,2026-01-06 10:57,acc0009,TRD9,Tilray Brands,TLRY,BUY,4546,2.13
T00921,2026-01-06 10:57,acc0009,TRD9,Tilray Brands,TLRY,SELL,3847,2.13
T00922,2026-01-06 10:57,acc0004,TRD4,Air Canada,AC,SELL,6400,17.54
T00923,2026-01-06 10:57,acc0014,TRD4,Kraft Heinz,KHC,SELL,1032,34.95
T00924,2026-01-06 10:57,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,1845,44.71
T00925,2026-01-06 10:57,acc0005,TRD5,Meta Platforms,META,BUY,283,366.11
T00926,2026-01-06 10:57,acc0018,TRD1,SPDR Gold Shares,GLD,SELL,479,183.58
T00927,2026-01-06 10:57,acc0004,TRD4,JPMorgan Chase,JPM,BUY,4998,178.61
T00928,2026-01-06 10:57,acc0018,TRD1,Exxon Mobil,XOM,BUY,829,110.68
T00929,2026-01-06 10:57,acc0004,TRD4,JPMorgan Chase,JPM,SELL,374,178.32
T00930,2026-01-06 10:58,acc0017,TRD1,Google,GOOG,BUY,1792,152.41
T00931,2026-01-06 10:58,acc0003,TRD3,BlackBerry,BB,BUY,15388,4.57
T00932,2026-01-06 10:58,acc0012,TRD1,Costco,COST,BUY,142,660.8
T00933,2026-01-06 10:58,acc0003,TRD3,Constellation Energy,CEG,BUY,644,135.45
T00934,2026-01-06 10:58,acc0016,TRD1,Invesco QQQ Trust,QQQ,BUY,432,426.03
T00935,2026-01-06 10:58,acc0019,TRD3,Olema Pharmaceuticals,OLMA,BUY,5368,14.89
T00936,2026-01-06 10:58,acc0012,TRD1,Costco,COST,BUY,170,660.54
T00937,2026-01-06 10:58,acc0004,TRD4,JPMorgan Chase,JPM,SELL,1306,178.42
T00938,2026-01-06 10:58,acc0008,TRD10,Palantir,PLTR,SELL,6750,17.7
T00939,2026-01-06 10:58,acc0012,TRD2,Costco,COST,BUY,100,660.23
T00940,2026-01-06 10:58,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,2483,45.06
T00941,2026-01-06 10:58,acc0009,TRD9,Canopy Growth,CGC,BUY,1731,6.81
T00942,2026-01-06 10:58,acc0013,TRD3,Brookfield Asset Management,BAM,BUY,2063,45.05
T00943,2026-01-06 10:58,acc0017,TRD1,Google,GOOG,BUY,1046,152.36
T00944,2026-01-06 10:59,acc0012,TRD1,Costco,COST,BUY,161,658.24
T00945,2026-01-06 10:59,acc0016,TRD1,NVIDIA,NVDA,SELL,537,598.15
T00946,2026-01-06 10:59,acc0012,TRD1,Royal Bank of Canada,RY,BUY,1451,131.55
T00947,2026-01-06 10:59,acc0018,TRD1,SPDR Gold Shares,GLD,BUY,630,184.36
T00948,2026-01-06 10:59,acc0008,TRD9,Palantir,PLTR,BUY,962,17.65
T00949,2026-01-06 10:59,acc0007,TRD9,Enbridge,ENB,BUY,682,47.29
T00950,2026-01-06 10:59,acc0003,TRD10,BlackBerry,BB,BUY,5421,4.58
T00951,2026-01-06 10:59,acc0004,TRD4,TELUS,T,SELL,10107,22.99
T00952,2026-01-06 10:59,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,BUY,3086,66.34
T00953,2026-01-06 10:59,acc0004,TRD4,TELUS,T,SELL,5360,22.97
T00954,2026-01-06 10:59,acc0010,TRD10,Nano Dimension,NNDM,BUY,23082,2.56
T00955,2026-01-06 11:00,acc0012,TRD1,Royal Bank of Canada,RY,BUY,556,131.5
T00956,2026-01-06 11:00,acc0001,TRD1,SPDR S&P 500 ETF Trust,SPY,BUY,283,475.15
T00957,2026-01-06 11:00,acc0016,TRD1,Invesco QQQ Trust,QQQ,SELL,481,425.87
T00958,2026-01-06 11:00,acc0012,TRD2,Amazon,AMZN,SELL,322,168.04
T00959,2026-01-06 11:00,acc0012,TRD1,Costco,COST,BUY,205,655.95
T00960,2026-01-06 11:00,acc0009,TRD9,Tilray Brands,TLRY,SELL,8743,2.16
T00961,2026-01-06 11:00,acc0012,TRD2,Amazon,AMZN,SELL,453,167.85
T00962,2026-01-06 11:00,acc0016,TRD1,Invesco QQQ Trust,QQQ,BUY,727,425.78
T00963,2026-01-06 11:00,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,BUY,1373,66.34
T00964,2026-01-06 11:00,acc0012,TRD2,Costco,COST,BUY,79,655.51
T00965,2026-01-06 11:00,acc0008,TRD9,Advanced Micro Devices,AMD,BUY,119,148.03
T00966,2026-01-06 11:00,acc0008,TRD8,Advanced Micro Devices,AMD,BUY,140,149.83
T00967,2026-01-06 11:00,acc0007,TRD7,Enbridge,ENB,BUY,708,47.57
T00968,2026-01-06 11:00,acc0018,TRD2,SPDR Gold Shares,GLD,BUY,264,184.5
T00969,2026-01-06 11:00,acc0012,TRD2,Amazon,AMZN,SELL,383,167.94
T00970,2026-01-06 11:00,acc0017,TRD1,Bank of Montreal,BMO,SELL,1705,118.76
T00971,2026-01-06 11:01,acc0017,TRD1,Google,GOOG,BUY,5120,153.2
T00972,2026-01-06 11:01,acc0011,TRD1,Bank of Nova Scotia,BNS,BUY,2063,65.33
T00973,2026-01-06 11:01,acc0008,TRD8,Advanced Micro Devices,AMD,SELL,163,145.62
T00974,2026-01-06 11:01,acc0011,TRD1,Microsoft,MSFT,SELL,294,413.79
T00975,2026-01-06 11:01,acc0009,TRD8,Canopy Growth,CGC,BUY,5106,6.87
T00976,2026-01-06 11:01,acc0005,TRD6,Meta Platforms,META,SELL,213,369.32
T00977,2026-01-06 11:01,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,1976,66.22
T00978,2026-01-06 11:01,acc0011,TRD1,Bank of Nova Scotia,BNS,BUY,1845,65.36
T00979,2026-01-06 11:01,acc0012,TRD1,Costco,COST,BUY,240,657.14
T00980,2026-01-06 11:01,acc0015,TRD10,Canadian Imperial Bank of Commerce,CM,SELL,140,66.15
T00981,2026-01-06 11:01,acc0017,TRD1,Google,GOOG,BUY,1151,153.02
T00982,2026-01-06 11:01,acc0013,TRD3,Brookfield Asset Management,BAM,SELL,2264,45.59
T00983,2026-01-06 11:01,acc0016,TRD1,NVIDIA,NVDA,BUY,304,597.09
T00984,2026-01-06 11:01,acc0010,TRD5,Nano Dimension,NNDM,BUY,575304,2.53
T00985,2026-01-06 11:01,acc0014,TRD4,Shopify,SHOP,SELL,568,98.74
T00986,2026-01-06 11:01,acc0012,TRD1,Amazon,AMZN,BUY,649,167.72
T00987,2026-01-06 11:01,acc0018,TRD1,SPDR Gold Shares,GLD,SELL,528,184.71
T00988,2026-01-06 11:01,acc0018,TRD2,SPDR Gold Shares,GLD,SELL,1450,184.64
T00989,2026-01-06 11:01,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,BUY,3821,66.25
T00990,2026-01-06 11:02,acc0007,TRD8,Suncor Energy,SU,SELL,1163,39.12
T00991,2026-01-06 11:02,acc0018,TRD1,SPDR Gold Shares,GLD,BUY,441,184.44
T00992,2026-01-06 11:02,acc0013,TRD3,Brookfield Asset Management,BAM,SELL,1399,45.81
T00993,2026-01-06 11:02,acc0017,TRD1,Google,GOOG,BUY,729,153.15
T00994,2026-01-06 11:02,acc0020,TRD2,Canadian Pacific Kansas City,CP,BUY,3244,89.4
T00995,2026-01-06 11:02,acc0012,TRD2,Costco,COST,BUY,45,655.68
T00996,2026-01-06 11:02,acc0011,TRD1,Bank of Nova Scotia,BNS,SELL,2046,65.38
T00997,2026-01-06 11:02,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,3716,66.27
T00998,2026-01-06 11:02,acc0013,TRD3,BCE,BCE,BUY,1478,56.78
T00999,2026-01-06 11:02,acc0014,TRD4,Kraft Heinz,KHC,BUY,726,35.22
T01000,2026-01-06 11:02,acc0003,TRD3,Constellation Energy,CEG,BUY,843,134.9
T01001,2026-01-06 11:02,acc0002,TRD2,Canadian Natural Resources,CNQ,SELL,1626,78.91
T01002,2026-01-06 11:02,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,1731,66.3
T01003,2026-01-06 11:02,acc0015,TRD1,iShares S&P/TSX 60 Index ETF,XIU,SELL,4818,32.27
T01004,2026-01-06 11:02,acc0019,TRD3,Home Depot,HD,SELL,1485,361.99
T01005,2026-01-06 11:02,acc0008,TRD8,Palantir,PLTR,BUY,1084,17.95
T01006,2026-01-06 11:02,acc0012,TRD1,Costco,COST,BUY,143,655.09
T01007,2026-01-06 11:03,acc0011,TRD1,Microsoft,MSFT,SELL,358,414.15
T01008,2026-01-06 11:03,acc0008,TRD10,Advanced Micro Devices,AMD,BUY,593,147.1
T01009,2026-01-06 11:03,acc0003,TRD3,BlackBerry,BB,SELL,20109,4.62
T01010,2026-01-06 11:03,acc0004,TRD10,Air Canada,AC,BUY,2675,17.78
T01011,2026-01-06 11:03,acc0011,TRD1,Bank of Nova Scotia,BNS,BUY,11725,65.37
T01012,2026-01-06 11:03,acc0015,TRD1,iShares S&P/TSX 60 Index ETF,XIU,BUY,3314,32.34
T01013,2026-01-06 11:03,acc0009,TRD9,Tilray Brands,TLRY,SELL,127301,2.17
T01014,2026-01-06 11:03,acc0020,TRD4,Warner Bros. Discovery,WBD,BUY,5753,11.1
T01015,2026-01-06 11:03,acc0004,TRD4,TELUS,T,BUY,6444,22.97
T01016,2026-01-06 11:03,acc0009,TRD9,Tilray Brands,TLRY,SELL,6995,2.18
T01017,2026-01-06 11:03,acc0009,TRD10,Tilray Brands,TLRY,SELL,36722,2.17
T01018,2026-01-06 11:04,acc0016,TRD1,Invesco QQQ Trust,QQQ,BUY,673,426.14
T01019,2026-01-06 11:04,acc0016,TRD1,NVIDIA,NVDA,BUY,477,598.41
T01020,2026-01-06 11:04,acc0015,TRD1,Canadian Imperial Bank of Commerce,CM,SELL,2020,66.4
T01021,2026-01-06 11:04,acc0007,TRD9,Enbridge,ENB,BUY,970,47.43
T01022,2026-01-06 11:04,acc0016,TRD1,NVIDIA,NVDA,BUY,348,598.87
T01023,2026-01-06 11:04,acc0013,TRD3,Canadian National Railway,CNR,SELL,778,164.22
T01024,2026-01-06 11:04,acc0012,TRD2,Amazon,AMZN,BUY,1329,166.63
T01025,2026-01-06 11:04,acc0017,TRD1,Google,GOOG,SELL,1221,153.23
